_id,_rev,deviceType,deviceId,eventType,format,timestamp,WS_sensorData_NO2,WS_sensorData_NO,WS_sensorData_NOX,WS_sensorData_StWd,WS_sensorData_WDS,WS_sensorData_WDD,WS_sensorData_ITemp,WS_sensorData_O3,WS_sensorData_SO2,WS_sensorData_Filter,WS_sensorData_PM2_5,WS_sensorData_PM10,WS_sensorData_O_Xyle,WS_sensorData_EthylB,WS_sensorData_BENZN,WS_sensorData_TOLUEN,WS_sensorData_TEMP,WS_sensorData_TOL,WS_sensorData_FILTER25,WS_sensorData_PM_10_25,WS_sensorData_BP,WS_sensorData_PREC,WS_sensorData_SR,WS_sensorData_CO,WS_sensorData_RH,WS_sensorData_NO2_TRAFIC,WS_sensorData_NO_TRAFIC,WS_sensorData_NOX_TRAFIC,WS_sensorData_CO_TRAFIC,WSV2_sensorData_BENZN,WSV2_sensorData_TOLUEN,date,time
79b467b0-c740-11e7-8516-a1b443649ea9,1-19ff46f41a24881f91cf2422b2f2fe8d,WS,Old-Market,sensorData,json,2017-11-11T16:28:59.179-08:00,3,0,3.1,21.53,1.3,19,24.4,56.8,3.3,,,,,,,,,,,,,,,,,,,,,,,2017-11-11,16:28:59.179-08:00
79bea0e0-c740-11e7-8ea3-bdeefb14cb95,1-c5a9c941a28f4ff0a008433753c8d0d9,WS,Kiryat-Tivon,sensorData,json,2017-11-11T16:28:59.246-08:00,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2017-11-11,16:28:59.246-08:00
79c4bb60-c740-11e7-8b57-e994f8ea70af,1-f7f595e20c4b9ebd03654c8b9270906c,WS,Kiryat-Binyamin,sensorData,json,2017-11-11T16:28:59.286-08:00,8,0,7,24.83,1.6,313,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-11,16:28:59.286-08:00
79c92830-c740-11e7-826b-4378d3375672,1-dae7bb812d856a6788b1bf2eb8387df5,WS,Kiryat-Ata,sensorData,json,2017-11-11T16:28:59.315-08:00,6.7,-1.7,4.1,20.58,1.9,315,23.6,80.3,0,53,20.4,,,,,,,,,,,,,,,,,,,,,2017-11-11,16:28:59.315-08:00
79ccd1b0-c740-11e7-b396-8b80b3cfc651,1-066c849c06d83005268a0d966b415e48,WS,Neve-Shaanan,sensorData,json,2017-11-11T16:28:59.339-08:00,3.5,-0.3,2.9,,2.3,0,,,-0.7,44,,20.7,0,-0.5,-0.01,0,,,,,,,,,,,,,,,,2017-11-11,16:28:59.339-08:00
79d3af80-c740-11e7-ae37-617ddee8b477,1-2f3a983118c30cbe148ec2c7f8bb0ba3,WS,Daliat-el-Carmel,sensorData,json,2017-11-11T16:28:59.384-08:00,8.4,-0.2,7.9,13.64,1.9,316,,,0.7,,15,,-0.2,0.2,-0.21,,24.5,0.3,,,,,,,,,,,,,,2017-11-11,16:28:59.384-08:00
79dc6210-c740-11e7-8516-a1b443649ea9,1-c103a98f271d7c4b0f7e8ebfef28971c,WS,Igud,sensorData,json,2017-11-11T16:28:59.441-08:00,6.8,3.7,12.6,17.55,2,292,22.2,71.9,0,19,13.2,22.6,,,,,25.3,,44,9.4,1003,0,7.2,,,,,,,,,2017-11-11,16:28:59.441-08:00
79ded310-c740-11e7-922d-e592d25dbe09,1-78fa7d2d9a4026ad20d9f640e43e4a72,WS,Ahuza,sensorData,json,2017-11-11T16:28:59.457-08:00,25.4,3,30.1,,,,25.6,61.5,0.3,14,16.3,29.6,,,,,24,,2,13.2,1005,0,,-0.04,,,,,,,,2017-11-11,16:28:59.457-08:00
79e47860-c740-11e7-ad52-afff43ebfbca,1-5031b5704b3e9e1b4f2ab368bb9ccccb,WS,Shprintsak,sensorData,json,2017-11-11T16:28:59.494-08:00,9.3,-0.3,8.9,,1.7,323,21.3,83.7,0,5,11.7,23.4,,,,,23.9,,40,11.7,984,0,39.7,0.27,80,,,,,,,2017-11-11,16:28:59.494-08:00
79f31e60-c740-11e7-826b-4378d3375672,1-7901327e162fc71a1036c26341ec2aaf,WS,Kiryat-Motzkin,sensorData,json,2017-11-11T16:28:59.590-08:00,18,0,17,8.19,4.6,328,27.2,77,0.7,,,,,,,,,,,,,,,,,,,,,,,2017-11-11,16:28:59.590-08:00
7a0a28d0-c740-11e7-8b57-e994f8ea70af,1-48ba3f4e07410af7e504e0fbe1b0060a,WS,Kiryat-Yam,sensorData,json,2017-11-11T16:28:59.741-08:00,12.4,0,12.4,10.41,0.7,280,26,,0.7,,,,,,,,24,,,,,,,,56,,,,,,,2017-11-11,16:28:59.741-08:00
7a1e2601-c740-11e7-a297-b5cc7e104dd1,1-6985e68a03f7c4231c2b2f90f05151d6,WS,Kiryat-Bialik,sensorData,json,2017-11-11T16:28:59.872-08:00,15.1,0.5,16,30.26,0.7,355,26.7,77.2,0.2,17,22.4,27,0,0,-0.22,0.4,25.8,,30,,,0,,,63,28,9,43,0.65,,,2017-11-11,16:28:59.872-08:00
7a22b9e0-c740-11e7-ad52-afff43ebfbca,1-21eab6e222c5437b88958513155e7adc,WS,Nesher,sensorData,json,2017-11-11T16:28:59.902-08:00,5.9,0.1,6.1,,,,,42,,,13,21,0,0.1,0,0.1,,,,,,,,0.2,,,,,,,,2017-11-11,16:28:59.902-08:00
7afa2e20-c740-11e7-90b6-a33da586196f,1-d29994ef0af09762660113c58a683a9c,WS,Old-Market,sensorData,json,2017-11-11T16:29:01.314-08:00,2.4,0,2.3,26.86,0.8,44,24.4,55.5,3.2,,,,,,,,,,,,,,,,,,,,,,,2017-11-11,16:29:01.314-08:00
7b02e0b1-c740-11e7-b396-8b80b3cfc651,1-c261047fcb5e9faf810dede1fc79d573,WS,Kiryat-Tivon,sensorData,json,2017-11-11T16:29:01.371-08:00,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2017-11-11,16:29:01.371-08:00
7b0a5ac0-c740-11e7-ae37-617ddee8b477,1-d572abde048d5541816dec20e132d471,WS,Kiryat-Binyamin,sensorData,json,2017-11-11T16:29:01.420-08:00,8,0,8,25.95,1.3,315,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-11,16:29:01.420-08:00
7b13f7b0-c740-11e7-a297-b5cc7e104dd1,1-c4af2425bd48a11d2723bb65c44896b2,WS,Kiryat-Ata,sensorData,json,2017-11-11T16:29:01.483-08:00,5.8,-1.7,3.2,21.83,1.8,316,23.5,80.4,0.2,53,19.6,,,,,,,,,,,,,,,,,,,,,2017-11-11,16:29:01.483-08:00
7b1a3940-c740-11e7-826b-4378d3375672,1-1a03c763db58910886c6d971c5093d2c,WS,Daliat-el-Carmel,sensorData,json,2017-11-11T16:29:01.524-08:00,7.1,-0.1,6.9,14.13,2.2,320,,,0.2,,12,,-0.2,0.2,-0.21,,24.5,0.4,,,,,,,,,,,,,,2017-11-11,16:29:01.524-08:00
7b264730-c740-11e7-826b-4378d3375672,1-82da9e03a3aa09b80a582bfc49a7257f,WS,Neve-Shaanan,sensorData,json,2017-11-11T16:29:01.603-08:00,4.6,0.1,4.8,,1.9,5,,,-0.8,44,,20.1,0,-0.5,-0.07,0,,,,,,,,,,,,,,,,2017-11-11,16:29:01.603-08:00
7b2a65e0-c740-11e7-8b57-e994f8ea70af,1-bfea57d3b7e7d9b81edc524011ec81a1,WS,Igud,sensorData,json,2017-11-11T16:29:01.630-08:00,5.3,3.6,11,19.01,2,297,22.2,70.2,0,19,12,20,,,,,25.3,,44,8,1003,0,6.8,,,,,,,,,2017-11-11,16:29:01.630-08:00
7b327c30-c740-11e7-922d-e592d25dbe09,1-08ae08845ae4a64c7ac956d79e8e7d07,WS,Shprintsak,sensorData,json,2017-11-11T16:29:01.683-08:00,13.2,-0.2,12.7,,1.5,336,21.2,74.5,0,5,13,34.3,,,,,23.8,,40,21.3,984,0,39.6,0.28,82,,,,,,,2017-11-11,16:29:01.683-08:00
7b34ed30-c740-11e7-826b-4378d3375672,1-d2652886635a593a850826b4b7c2134b,WS,Ahuza,sensorData,json,2017-11-11T16:29:01.699-08:00,23,1.9,26,,,,25.6,62.2,0.5,14,15.1,28.2,,,,,23.9,,2,13.1,1005,0,,-0.04,,,,,,,,2017-11-11,16:29:01.699-08:00
7b3b2ec0-c740-11e7-a297-b5cc7e104dd1,1-2ddd52c807d7f44e367ffe2cd18394d8,WS,Kiryat-Motzkin,sensorData,json,2017-11-11T16:29:01.740-08:00,13,0,12,11.34,4.2,329,27.3,79,0.5,,,,,,,,,,,,,,,,,,,,,,,2017-11-11,16:29:01.740-08:00
7b442f70-c740-11e7-ae37-617ddee8b477,1-ddb42f218da9014118d6d34e1c2bef1e,WS,Kiryat-Yam,sensorData,json,2017-11-11T16:29:01.799-08:00,10.4,-0.2,10,19.87,0.6,283,26,,0.6,,,,,,,,23.5,,,,,,,,62,,,,,,,2017-11-11,16:29:01.799-08:00
7b556d80-c740-11e7-826b-4378d3375672,1-204a4e16805a6bfffbc65729da6b0fa5,WS,Kiryat-Bialik,sensorData,json,2017-11-11T16:29:01.912-08:00,10.5,-0.6,9.5,22.67,0.9,36,26.5,71.4,0.4,17,22.6,29,0,0,-0.19,0.6,25.7,,30,,,0,,,64,11,0,11,0.59,,,2017-11-11,16:29:01.912-08:00
7b5bd620-c740-11e7-ad52-afff43ebfbca,1-904981cf1848a9110422ca1b8c26d5f0,WS,Nesher,sensorData,json,2017-11-11T16:29:01.954-08:00,6.8,0.1,6.9,,,,,41,,,10,18,0,0,0,0.1,,,,,,,,0.19,,,,,,,,2017-11-11,16:29:01.954-08:00
7c2cbab1-c740-11e7-ae37-617ddee8b477,1-3d0b24b004d99e842dfcbe3aaf0de8f2,WS,Old-Market,sensorData,json,2017-11-11T16:29:03.323-08:00,2.8,0,2.9,24.04,0.8,47,24.3,54.7,3,,,,,,,,,,,,,,,,,,,,,,,2017-11-11,16:29:03.323-08:00
7c34f810-c740-11e7-922d-e592d25dbe09,1-a2fc8f6901428d7498c7c10fd0fe895e,WS,Kiryat-Tivon,sensorData,json,2017-11-11T16:29:03.377-08:00,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2017-11-11,16:29:03.377-08:00
7c434ff0-c740-11e7-a297-b5cc7e104dd1,1-a317ad832e6803fb9c18ac71c5c491fe,WS,Kiryat-Binyamin,sensorData,json,2017-11-11T16:29:03.471-08:00,6,0,5,26.68,1.1,323,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-11,16:29:03.471-08:00
7c4db030-c740-11e7-90b6-81dfcd22b622,1-58ff9316a563f4fe9c54a6d352b78e7a,WS,Kiryat-Ata,sensorData,json,2017-11-11T16:29:03.539-08:00,5.4,-1.8,2.5,22.18,1.3,314,23.6,77.6,0,53,16.8,,,,,,,,,,,,,,,,,,,,,2017-11-11,16:29:03.539-08:00
7c59e533-c740-11e7-a9dd-914287fc516e,1-975d206f381b50b6ea62fe64f24ee058,WS,Neve-Shaanan,sensorData,json,2017-11-11T16:29:03.619-08:00,4.6,0.1,4.8,,1.5,12,,,-1,44,,17.8,0,-0.5,-0.07,0.1,,,,,,,,,,,,,,,,2017-11-11,16:29:03.619-08:00
7c6074e0-c740-11e7-826b-4378d3375672,1-a389de5cc468d7fcc44f6022ddfa0d46,WS,Daliat-el-Carmel,sensorData,json,2017-11-11T16:29:03.662-08:00,6.1,0.7,7.2,15.69,1.6,321,,,0.2,,9,,-0.2,0.1,-0.22,,24.4,0.3,,,,,,,,,,,,,,2017-11-11,16:29:03.662-08:00
7c666850-c740-11e7-8ea3-bdeefb14cb95,1-26de9772aab770b96d297d988dfe6e17,WS,Igud,sensorData,json,2017-11-11T16:29:03.701-08:00,6.3,3.7,12,19.4,1.4,298,22.3,65.7,-0.1,19,12.2,21.4,,,,,25.1,,44,9.2,1003,0,7.5,,,,,,,,,2017-11-11,16:29:03.701-08:00
7c6de260-c740-11e7-ae37-617ddee8b477,1-64639f57c9b34d355fac3e5d7a089b50,WS,Kiryat-Motzkin,sensorData,json,2017-11-11T16:29:03.750-08:00,13,0,12,8.58,3.3,328,27.1,74,0.3,,,,,,,,,,,,,,,,,,,,,,,2017-11-11,16:29:03.750-08:00
7c720110-c740-11e7-826b-4378d3375672,1-bbad5122c33b7acdcd11dbca6ccd59c1,WS,Shprintsak,sensorData,json,2017-11-11T16:29:03.777-08:00,19.3,-0.2,18.9,,1.4,341,21.1,68.4,0.1,5,12.4,34.8,,,,,23.7,,40,22.4,984,0,39.6,0.29,82,,,,,,,2017-11-11,16:29:03.777-08:00
7c753560-c740-11e7-ad52-afff43ebfbca,1-8754844d6a6cc05280e7a82363b9fee2,WS,Ahuza,sensorData,json,2017-11-11T16:29:03.798-08:00,22.7,0.3,23.3,,,,25.8,59.2,0.2,14,14,28.6,,,,,23.7,,2,14.5,1005,0,,-0.04,,,,,,,,2017-11-11,16:29:03.798-08:00
7c7e5d20-c740-11e7-90b6-a33da586196f,1-85f1a97cfca4864b76fb1d5b56775279,WS,Kiryat-Yam,sensorData,json,2017-11-11T16:29:03.858-08:00,9.3,-0.2,8.9,15.81,0.6,283,25.8,,,,,,,,,,23.3,,,,,,,,60,,,,,,,2017-11-11,16:29:03.858-08:00
7c8ba390-c740-11e7-90b6-81dfcd22b622,1-704d40293f4bbdfd56820a5551dd1c1e,WS,Kiryat-Bialik,sensorData,json,2017-11-11T16:29:03.945-08:00,6.3,-0.8,5.1,17.51,1.3,58,26.3,72.1,0.1,17,19.9,27,0,0,-0.2,0.5,25.6,,30,,,0,,,64,6,0,5,0.6,,,2017-11-11,16:29:03.945-08:00
7c945621-c740-11e7-8b57-e994f8ea70af,1-5d4e7441763891b3ce57c79d17f416a3,WS,Nesher,sensorData,json,2017-11-11T16:29:04.002-08:00,7.2,0,7.1,,,,,39,,,12,20,0,0,0,0.1,,,,,,,,0.21,,,,,,,,2017-11-11,16:29:04.002-08:00
7d616a22-c740-11e7-a9dd-914287fc516e,1-851b41ef32e070d9a59565f062d1b889,WS,Old-Market,sensorData,json,2017-11-11T16:29:05.346-08:00,1.7,-0.1,1.4,23.56,0.8,55,24.3,58.3,2.8,,,,,,,,,,,,,,,,,,,,,,,2017-11-11,16:29:05.346-08:00
7d6e8982-c740-11e7-b396-8b80b3cfc651,1-47ebedb28d4978b37916402d9d9af49f,WS,Kiryat-Binyamin,sensorData,json,2017-11-11T16:29:05.432-08:00,8,0,8,27.14,1.1,312,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-11,16:29:05.432-08:00
7d70fa8a-c740-11e7-8b57-e994f8ea70af,1-d2db8160fd1e3bd04724394c411422a0,WS,Kiryat-Tivon,sensorData,json,2017-11-11T16:29:05.448-08:00,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2017-11-11,16:29:05.448-08:00
7d7455e0-c740-11e7-a297-b5cc7e104dd1,1-87534b0863242baa40815a6ab917fee8,WS,Kiryat-Ata,sensorData,json,2017-11-11T16:29:05.470-08:00,4.5,-1.9,1.4,19.42,1.5,314,23.6,77.4,0,53,17,,,,,,,,,,,,,,,,,,,,,2017-11-11,16:29:05.470-08:00
7d7c6c30-c740-11e7-ad52-afff43ebfbca,1-c27b0c1a7f2cd2327b9555de295e090e,WS,Neve-Shaanan,sensorData,json,2017-11-11T16:29:05.523-08:00,4.4,0,4.3,,1.5,9,,,-0.8,44,,16.4,0,-0.5,-0.03,0,,,,,,,,,,,,,,,,2017-11-11,16:29:05.523-08:00
7d7d7da0-c740-11e7-922d-e592d25dbe09,1-d0087ad62d36440c094d82a8c0eba2c4,WS,Daliat-el-Carmel,sensorData,json,2017-11-11T16:29:05.530-08:00,11.6,-0.5,10.8,13.64,1.5,312,,,0.8,,9.5,,-0.1,0.4,-0.21,,24,0.4,,,,,,,,,,,,,,2017-11-11,16:29:05.530-08:00
7d8a27d0-c740-11e7-a297-b5cc7e104dd1,1-0e2470fd4ab3e2e0aca2b5ba3030ae23,WS,Igud,sensorData,json,2017-11-11T16:29:05.613-08:00,8.4,3.5,13.9,17.26,1.3,290,22.3,63,-0.2,20,10.5,15.9,,,,,25,,44,5.3,1004,0,7.4,,,,,,,,,2017-11-11,16:29:05.613-08:00
7d9439f3-c740-11e7-b396-8b80b3cfc651,1-5f6c1ff5ad7300588a8c45d69958af6a,WS,Ahuza,sensorData,json,2017-11-11T16:29:05.679-08:00,23.7,0,23.6,,,,25.7,55.9,0.3,14,14.5,25.9,,,,,23.6,,2,11.3,1005,0,,-0.04,,,,,,,,2017-11-11,16:29:05.679-08:00
7d9683e0-c740-11e7-90b6-a33da586196f,1-f9e7278f5754dc42a99dc4c664982fee,WS,Shprintsak,sensorData,json,2017-11-11T16:29:05.694-08:00,26,-0.1,25.7,,1.3,337,21,61.3,1.2,5,18,38,,,,,23.6,,40,19.9,984,0,39.6,0.34,83,,,,,,,2017-11-11,16:29:05.694-08:00
7d9e2500-c740-11e7-a297-b5cc7e104dd1,1-6c67bef4e06db59c22556a01ca699ef2,WS,Kiryat-Motzkin,sensorData,json,2017-11-11T16:29:05.744-08:00,23,0,22,8.12,2.5,323,27.2,57,0.3,,,,,,,,,,,,,,,,,,,,,,,2017-11-11,16:29:05.744-08:00
7daec6d0-c740-11e7-8b57-e994f8ea70af,1-2454aab946be0fb9032582900a687ad6,WS,Kiryat-Yam,sensorData,json,2017-11-11T16:29:05.853-08:00,8.3,-0.2,8,21.55,0.5,286,25.8,,0,,,,,,,,23.4,,,,,,,,56,,,,,,,2017-11-11,16:29:05.853-08:00
7dbb7100-c740-11e7-ad52-afff43ebfbca,1-3c13f83ae1788dffd4965c9dfce986ef,WS,Kiryat-Bialik,sensorData,json,2017-11-11T16:29:05.936-08:00,11.7,-0.5,10.8,16.67,1,54,26,77.3,0.1,17,19.4,24,0,0,-0.24,0.7,25.5,,30,,,0,,,64,9,0,8,0.68,,,2017-11-11,16:29:05.936-08:00
7dc4bfd0-c740-11e7-826b-4378d3375672,1-b7867baa264a3e791e6fe02046b1e070,WS,Nesher,sensorData,json,2017-11-11T16:29:05.997-08:00,4.8,-0.2,4.5,,,,,42,,,10,19,0,0,0,0.1,,,,,,,,0.2,,,,,,,,2017-11-11,16:29:05.997-08:00
7e8eeda0-c740-11e7-b396-8b80b3cfc651,1-d2f9e72ec177e7d624f4559fd4afc47b,WS,Old-Market,sensorData,json,2017-11-11T16:29:07.322-08:00,2,-0.1,1.7,28.82,0.7,45,24.3,58.8,3,,,,,,,,,,,,,,,,,,,,,,,2017-11-11,16:29:07.322-08:00
7e999c00-c740-11e7-ae37-617ddee8b477,1-344ebe0555664f3385d9b2824cc5f9c6,WS,Kiryat-Tivon,sensorData,json,2017-11-11T16:29:07.392-08:00,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2017-11-11,16:29:07.392-08:00
7e9e08d0-c740-11e7-ad52-afff43ebfbca,1-772762cefa8e09e999b023c83c0dc31f,WS,Kiryat-Binyamin,sensorData,json,2017-11-11T16:29:07.421-08:00,5,0,4,22.09,1.3,299,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-11,16:29:07.421-08:00
7ea97a80-c740-11e7-ae37-617ddee8b477,1-433fcad999e4a30a630a00c02a2ca60f,WS,Kiryat-Ata,sensorData,json,2017-11-11T16:29:07.496-08:00,10.6,-2,7.6,19.49,1.4,311,23.6,67.7,0,53,15.2,,,,,,,,,,,,,,,,,,,,,2017-11-11,16:29:07.496-08:00
7eade750-c740-11e7-ad52-afff43ebfbca,1-630d699d1f661bda9342a093476a3c81,WS,Neve-Shaanan,sensorData,json,2017-11-11T16:29:07.525-08:00,2.6,-0.8,1.3,,1.5,0,,,-0.8,44,,18.5,0,-0.5,-0.04,0,,,,,,,,,,,,,,,,2017-11-11,16:29:07.525-08:00
7eb0f490-c740-11e7-ae37-617ddee8b477,1-bb5a1d869612135d567fff04e662786b,WS,Daliat-el-Carmel,sensorData,json,2017-11-11T16:29:07.545-08:00,8,-0.6,7.1,11.75,1.4,311,,,0.5,,12.3,,-0.1,0.4,-0.19,,23.6,0.4,,,,,,,,,,,,,,2017-11-11,16:29:07.545-08:00
7eb51340-c740-11e7-ad52-afff43ebfbca,1-e9dfa986b8773385998ad51a8ec60b93,WS,Igud,sensorData,json,2017-11-11T16:29:07.572-08:00,6.6,3.4,12,15.64,1.3,275,22.3,64.7,-0.1,20,10.6,17.7,,,,,24.9,,44,7.1,1004,0,7.5,,,,,,,,,2017-11-11,16:29:07.572-08:00
7ec0fa20-c740-11e7-922d-e592d25dbe09,1-6acb17ebd5454fba91779c08d1eebe44,WS,Shprintsak,sensorData,json,2017-11-11T16:29:07.650-08:00,20.7,0,20.7,,1.3,320,20.9,67.1,1.4,5,20.8,38,,,,,23.5,,40,17.1,984,0,39.7,0.38,82,,,,,,,2017-11-11,16:29:07.650-08:00
7ec4cab0-c740-11e7-90b6-81dfcd22b622,1-264a3edeff20049429bf3e1359b5adda,WS,Ahuza,sensorData,json,2017-11-11T16:29:07.675-08:00,23.7,0.1,23.9,,,,25.8,50.3,0.1,15,13.3,23.6,,,,,23.6,,2,10.2,1005,0,,-0.03,,,,,,,,2017-11-11,16:29:07.675-08:00
7ec8c250-c740-11e7-8b57-e994f8ea70af,1-f40f1e6d11c8bd3f08d98101671983ac,WS,Kiryat-Motzkin,sensorData,json,2017-11-11T16:29:07.701-08:00,20,0,19,10.36,2.6,328,27.3,58,0.4,,,,,,,,,,,,,,,,,,,,,,,2017-11-11,16:29:07.701-08:00
7ed96420-c740-11e7-8ea3-bdeefb14cb95,1-056f4639a772bd1f4d453b9e76c2e71a,WS,Kiryat-Yam,sensorData,json,2017-11-11T16:29:07.810-08:00,,,,12.34,0.6,278,25.8,,-0.2,,,,,,,,23.4,,,,,,,,55,,,,,,,2017-11-11,16:29:07.810-08:00
7ee32820-c740-11e7-ae37-617ddee8b477,1-0c482056c78c03e2863fddb3c2761c08,WS,Kiryat-Bialik,sensorData,json,2017-11-11T16:29:07.874-08:00,15.9,-0.3,15.3,23.99,0.8,44,25.8,76.5,0.3,17,19.7,24,0,0,-0.2,0.9,25.5,,30,,,0,,,64,12,0,11,0.68,,,2017-11-11,16:29:07.874-08:00
7ef26a60-c740-11e7-a9dd-914287fc516e,1-47c1f39da41769411d52157fae4527c8,WS,Nesher,sensorData,json,2017-11-11T16:29:07.974-08:00,1.7,0.1,1.9,,,,,45,,,10,19,0,0.1,0,0.1,,,,,,,,0.19,,,,,,,,2017-11-11,16:29:07.974-08:00
7fcdaf30-c740-11e7-a297-b5cc7e104dd1,1-2faa33a4a456c273259feae40cd44474,WS,Old-Market,sensorData,json,2017-11-11T16:29:09.411-08:00,1.7,-0.1,1.4,21.81,0.8,62,24.2,59.9,3.4,,,,,,,,,,,,,,,,,,,,,,,2017-11-11,16:29:09.411-08:00
7fdd1880-c740-11e7-ad52-afff43ebfbca,1-ca73fe2a594772651e884b0cbbb7bbb9,WS,Kiryat-Binyamin,sensorData,json,2017-11-11T16:29:09.512-08:00,5,0,4,21.86,1.2,306,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-11,16:29:09.512-08:00
7fe2bdd0-c740-11e7-a9dd-914287fc516e,1-12b4e804b3b734630f15f24735565378,WS,Kiryat-Tivon,sensorData,json,2017-11-11T16:29:09.549-08:00,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2017-11-11,16:29:09.549-08:00
7feb7063-c740-11e7-b396-8b80b3cfc651,1-1858b99ddc3363db6f1bde9bfba3f807,WS,Kiryat-Ata,sensorData,json,2017-11-11T16:29:09.606-08:00,16.6,-1.5,14.2,19.64,1.7,309,23.7,61.8,0,53,16.9,,,,,,,,,,,,,,,,,,,,,2017-11-11,16:29:09.606-08:00
7feef2d0-c740-11e7-a9dd-914287fc516e,1-3f4d63033734470e6b7d49f26e7e48cc,WS,Neve-Shaanan,sensorData,json,2017-11-11T16:29:09.629-08:00,1.5,-1.1,-0.1,,1.4,359,,,-0.7,44,,15,0,-0.5,-0.09,0,,,,,,,,,,,,,,,,2017-11-11,16:29:09.629-08:00
7ff4bf30-c740-11e7-826b-4378d3375672,1-57f63d0a16caf64aa95429dc969807aa,WS,Daliat-el-Carmel,sensorData,json,2017-11-11T16:29:09.667-08:00,9,-0.7,7.9,12.73,1.4,317,,,0.1,,13.3,,-0.2,0,-0.24,,23.6,0.6,,,,,,,,,,,,,,2017-11-11,16:29:09.667-08:00
7ff53460-c740-11e7-90b6-a33da586196f,1-b348455e2135354b93c7b010c3a7f221,WS,Igud,sensorData,json,2017-11-11T16:29:09.670-08:00,7.4,3.3,12.6,16.55,0.9,294,22.3,63,0,20,9.8,17.2,,,,,24.8,,44,7.4,1004,0,7.5,,,,,,,,,2017-11-11,16:29:09.670-08:00
7ffbeb20-c740-11e7-a297-b5cc7e104dd1,1-311d553dfbb51d6b0720cbfd83dece18,WS,Ahuza,sensorData,json,2017-11-11T16:29:09.714-08:00,14.6,0.1,14.8,,,,25.7,60.2,0,15,12.7,22,,,,,23.4,,2,9.2,1005,0,,0,,,,,,,,2017-11-11,16:29:09.714-08:00
8004c4c0-c740-11e7-8516-a1b443649ea9,1-63db5e42e249d53b94640f660d733f95,WS,Shprintsak,sensorData,json,2017-11-11T16:29:09.772-08:00,19,-0.1,18.7,,1.1,316,20.8,69.9,0.2,5,20.6,26.3,,,,,23.5,,40,5.7,984,0,39.7,0.44,82,,,,,,,2017-11-11,16:29:09.772-08:00
80103670-c740-11e7-922d-e592d25dbe09,1-ab9a48f39c154844caf486abf5a623d2,WS,Kiryat-Motzkin,sensorData,json,2017-11-11T16:29:09.847-08:00,21,0,20,12.65,2.5,332,27.3,56,0.5,,,,,,,,,,,,,,,,,,,,,,,2017-11-11,16:29:09.847-08:00
801c4460-c740-11e7-826b-4378d3375672,1-25cf61c2e35675deb3ab5f8f11b5407c,WS,Kiryat-Yam,sensorData,json,2017-11-11T16:29:09.926-08:00,,,,11.56,0.7,282,25.8,,-0.1,,,,,,,,23.1,,,,,,,,55,,,,,,,2017-11-11,16:29:09.926-08:00
802767f0-c740-11e7-a297-b5cc7e104dd1,1-91df7287558e558741ac85480626ad48,WS,Kiryat-Bialik,sensorData,json,2017-11-11T16:29:09.999-08:00,9.3,-0.5,8.4,17.65,1.2,60,25.5,69.7,0.2,17,18.9,26,0,0,-0.18,1.4,25.4,,30,,,0,,,64,8,0,7,0.8,,,2017-11-11,16:29:09.999-08:00
80326470-c740-11e7-8b57-e994f8ea70af,1-462b0c28a15618b3a495d60cbec4706b,WS,Nesher,sensorData,json,2017-11-11T16:29:10.071-08:00,7.3,0.1,7.4,,,,,38,,,9,18,0,0.1,0,0.1,,,,,,,,0.2,,,,,,,,2017-11-11,16:29:10.071-08:00
81037010-c740-11e7-90b6-81dfcd22b622,1-72d6741d6957e9740abf6220e33be1ba,WS,Old-Market,sensorData,json,2017-11-11T16:29:11.441-08:00,1.8,-0.1,1.6,21.23,0.8,61,24.3,60.2,3.8,,,,,,,,,,,,,,,,,,,,,,,2017-11-11,16:29:11.441-08:00
81146001-c740-11e7-826b-4378d3375672,1-8f96c8005003047e93a804352895dbb9,WS,Kiryat-Tivon,sensorData,json,2017-11-11T16:29:11.552-08:00,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2017-11-11,16:29:11.552-08:00
81179452-c740-11e7-8ea3-bdeefb14cb95,1-9ff08d962b679abf7861dddd645d54d2,WS,Kiryat-Binyamin,sensorData,json,2017-11-11T16:29:11.573-08:00,5,0,4,28.27,0.9,319,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-11,16:29:11.573-08:00
811f3570-c740-11e7-922d-e592d25dbe09,1-1a17de43b9ea16f82c92bf66494384f7,WS,Kiryat-Ata,sensorData,json,2017-11-11T16:29:11.623-08:00,12.4,-1.9,9.4,19.5,1.7,313,23.6,70.4,0,53,12.8,,,,,,,,,,,,,,,,,,,,,2017-11-11,16:29:11.623-08:00
